attempt,accepted_index,status,reason,raw_path,measured_separation_ns,sample_interval_ns,threshold_adc,captured_utc
59,59,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\adapter_series_swapped\raw\attempt_059.csv,13.094772121980895,2.0,5000,2026-08-13T22:10:36.143623+00:00
60,60,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\adapter_series_swapped\raw\attempt_060.csv,13.398268185933603,2.0,5000,2026-08-13T22:10:36.428754+00:00
61,61,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\adapter_series_swapped\raw\attempt_061.csv,12.830207352484422,2.0,5000,2026-08-13T22:10:36.658676+00:00
62,62,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\adapter_series_swapped\raw\attempt_062.csv,12.61183563698114,2.0,5000,2026-08-13T22:10:36.937593+00:00
63,63,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\adapter_series_swapped\raw\attempt_063.csv,13.354678403253956,2.0,5000,2026-08-13T22:10:37.203015+00:00
64,64,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\adapter_series_swapped\raw\attempt_064.csv,13.220624544552038,2.0,5000,2026-08-13T22:10:37.454338+00:00
65,65,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\adapter_series_swapped\raw\attempt_065.csv,12.681841185685016,2.0,5000,2026-08-13T22:10:37.670562+00:00
66,66,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\adapter_series_swapped\raw\attempt_066.csv,13.324172564090759,2.0,5000,2026-08-13T22:10:37.871628+00:00
67,67,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\adapter_series_swapped\raw\attempt_067.csv,13.220624544552038,2.0,5000,2026-08-13T22:10:38.080649+00:00
68,68,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\adapter_series_swapped\raw\attempt_068.csv,12.993227867037149,2.0,5000,2026-08-13T22:10:38.315583+00:00
69,69,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\adapter_series_swapped\raw\attempt_069.csv,13.1465187920287,2.0,5000,2026-08-13T22:10:38.539295+00:00
70,70,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\adapter_series_swapped\raw\attempt_070.csv,12.955423241948893,2.0,5000,2026-08-13T22:10:38.712505+00:00
71,71,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\adapter_series_swapped\raw\attempt_071.csv,13.213021278005499,2.0,5000,2026-08-13T22:10:38.887087+00:00
72,72,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\adapter_series_swapped\raw\attempt_072.csv,12.958599062922985,2.0,5000,2026-08-13T22:10:39.060601+00:00
73,73,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\adapter_series_swapped\raw\attempt_073.csv,12.763196198447304,2.0,5000,2026-08-13T22:10:39.243941+00:00
74,74,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\adapter_series_swapped\raw\attempt_074.csv,13.284593570394918,2.0,5000,2026-08-13T22:10:39.420685+00:00
75,75,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\adapter_series_swapped\raw\attempt_075.csv,12.763196198447304,2.0,5000,2026-08-13T22:10:39.604290+00:00
76,76,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\adapter_series_swapped\raw\attempt_076.csv,12.681841185685016,2.0,5000,2026-08-13T22:10:39.796974+00:00
77,77,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\adapter_series_swapped\raw\attempt_077.csv,13.27788818138606,2.0,5000,2026-08-13T22:10:39.977605+00:00
78,78,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\adapter_series_swapped\raw\attempt_078.csv,13.31831892035757,2.0,5000,2026-08-13T22:10:40.177624+00:00
79,79,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\adapter_series_swapped\raw\attempt_079.csv,13.284593570394918,2.0,5000,2026-08-13T22:10:40.393431+00:00
80,80,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\adapter_series_swapped\raw\attempt_080.csv,12.834316257136152,2.0,5000,2026-08-13T22:10:40.574915+00:00
81,81,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\adapter_series_swapped\raw\attempt_081.csv,12.724399841846662,2.0,5000,2026-08-13T22:10:40.762438+00:00
82,82,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\adapter_series_swapped\raw\attempt_082.csv,12.974082374555792,2.0,5000,2026-08-13T22:10:40.944013+00:00
83,83,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\adapter_series_swapped\raw\attempt_083.csv,12.759484143763075,2.0,5000,2026-08-13T22:10:41.127978+00:00
84,84,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\adapter_series_swapped\raw\attempt_084.csv,13.171930605268017,2.0,5000,2026-08-13T22:10:41.314486+00:00
85,85,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\adapter_series_swapped\raw\attempt_085.csv,13.307764012386315,2.0,5000,2026-08-13T22:10:41.500429+00:00
86,86,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\adapter_series_swapped\raw\attempt_086.csv,12.858207317675806,2.0,5000,2026-08-13T22:10:41.700557+00:00
87,87,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\adapter_series_swapped\raw\attempt_087.csv,13.20219371905182,2.0,5000,2026-08-13T22:10:41.900624+00:00
88,88,ACCEPTED,,C:\Users\Chris\Documents\GitHub\Control_System\calibration\system_recalibration_001\readbacks\T1-01\adapter_series_swapped\raw\attempt_088.csv,12.724399841846662,2.0,5000,2026-08-13T22:10:42.123795+00:00
