artifact_id,campaign_id,phase_id,acquisition_id,relative_path,artifact_role,media_type,byte_size,created_utc,modified_utc,producer,source_artifact_ids,immutable,notes
HF01-ART-0377,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_anchor_slow_v3_r1_001_final_safe_idle.json,raw_primary,application/json,10860,2026-08-26T22:25:44.258402Z,2026-08-26T22:25:44.259856Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0378,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_anchor_slow_v3_r1_001_hf2_raw.csv,raw_primary,text/csv,3358144,2026-08-26T22:25:35.320399Z,2026-08-26T22:25:35.424048Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0379,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_anchor_slow_v3_r1_001_hf2_summary.csv,raw_primary,text/csv,662,2026-08-26T22:25:35.431574Z,2026-08-26T22:25:35.432574Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0380,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_anchor_slow_v3_r1_001_offset_1_pico.csv,raw_primary,text/csv,75204,2026-08-26T22:24:05.787470Z,2026-08-26T22:24:05.796107Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0381,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_anchor_slow_v3_r1_001_offset_2_pico.csv,raw_primary,text/csv,74020,2026-08-26T22:25:08.793910Z,2026-08-26T22:25:08.803133Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0382,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_anchor_slow_v3_r1_001_offset_3_pico.csv,raw_primary,text/csv,73978,2026-08-26T22:25:15.404987Z,2026-08-26T22:25:15.408366Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0383,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_anchor_slow_v3_r1_001_pre_safe_idle.json,raw_primary,application/json,10860,2026-08-26T22:23:38.894223Z,2026-08-26T22:23:38.895784Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0384,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_anchor_slow_v3_r1_001_status.json,raw_primary,application/json,23808,2026-08-26T22:23:32.923976Z,2026-08-26T22:25:44.261638Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0385,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_anchor_slow_v3_r1_001_step_fall_1_pico.csv,raw_primary,text/csv,73197,2026-08-26T22:23:54.998757Z,2026-08-26T22:23:55.009098Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0386,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_anchor_slow_v3_r1_001_step_fall_2_pico.csv,raw_primary,text/csv,73140,2026-08-26T22:23:59.362454Z,2026-08-26T22:23:59.365715Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0387,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_anchor_slow_v3_r1_001_step_fall_3_pico.csv,raw_primary,text/csv,73390,2026-08-26T22:24:03.681505Z,2026-08-26T22:24:03.684509Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0388,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_anchor_slow_v3_r1_001_step_rise_1_pico.csv,raw_primary,text/csv,75786,2026-08-26T22:23:52.797261Z,2026-08-26T22:23:52.799772Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0389,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_anchor_slow_v3_r1_001_step_rise_2_pico.csv,raw_primary,text/csv,75556,2026-08-26T22:23:57.123666Z,2026-08-26T22:23:57.136116Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0390,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_anchor_slow_v3_r1_001_step_rise_3_pico.csv,raw_primary,text/csv,75349,2026-08-26T22:24:01.477911Z,2026-08-26T22:24:01.484938Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0391,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_anchor_slow_v3_r1_001_zero_baseline_pico.csv,raw_primary,text/csv,74176,2026-08-26T22:23:47.686615Z,2026-08-26T22:23:47.689243Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0213,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_awg_first_enable_final_safe_idle.json,raw_primary,application/json,10853,2026-08-26T20:05:31.247012Z,2026-08-26T20:07:06.114599Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0214,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_awg_first_enable_pre_safe_idle.json,raw_primary,application/json,10853,2026-08-26T20:05:22.731110Z,2026-08-26T20:06:57.624563Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0215,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_awg_first_enable_r1_pico.csv,raw_primary,text/csv,65959,2026-08-26T20:06:59.717075Z,2026-08-26T20:06:59.719722Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0216,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_awg_first_enable_r1_status.json,raw_primary,application/json,4497,2026-08-26T20:06:51.614508Z,2026-08-26T20:07:06.115602Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0217,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_awg_first_enable_status.json,raw_primary,application/json,2584,2026-08-26T20:05:16.740489Z,2026-08-26T20:05:31.249130Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0218,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_clock_distribution_recovery_001.json,raw_primary,application/json,3504,2026-08-26T20:21:54.823654Z,2026-08-26T20:21:54.824311Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0219,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_clock_distribution_recovery_001_final_safe_idle.json,raw_primary,application/json,10858,2026-08-26T20:21:54.821155Z,2026-08-26T20:21:54.822150Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0220,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_clock_distribution_recovery_001_pre_safe_idle.json,raw_primary,application/json,10858,2026-08-26T20:21:45.660353Z,2026-08-26T20:21:45.661352Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0392,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_final_restoration_state_001.json,raw_primary,application/json,608,2026-08-26T23:49:00.840242Z,2026-08-26T23:49:00.840754Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0393,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_final_restoration_state_r1_001.json,raw_primary,application/json,7539,2026-08-26T23:49:42.438172Z,2026-08-26T23:49:42.438676Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0394,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_final_restoration_t660_safe_idle_r1_001.json,raw_primary,application/json,10853,2026-08-26T23:49:40.161844Z,2026-08-26T23:49:40.161844Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0221,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_hf2_master_clock_diagnostic_001.json,raw_primary,application/json,15353,2026-08-26T20:19:55.581766Z,2026-08-26T20:19:55.582887Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0222,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_hf2_master_clock_diagnostic_001_final_safe_idle.json,raw_primary,application/json,10858,2026-08-26T20:19:55.577701Z,2026-08-26T20:19:55.579533Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0223,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_hf2_master_clock_diagnostic_001_pre_safe_idle.json,raw_primary,application/json,10858,2026-08-26T20:19:39.348846Z,2026-08-26T20:19:39.352077Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0224,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_hf2_powercycle_reconnect_safe_idle.json,raw_primary,application/json,10858,2026-08-26T21:14:27.389998Z,2026-08-26T21:14:27.391077Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0395,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_hf2_supported_parameter_space_001.json,raw_primary,application/json,11825,2026-08-26T22:32:55.990275Z,2026-08-26T22:32:55.990275Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0396,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_hf2_supported_space_001_final_safe_idle.json,raw_primary,application/json,10860,2026-08-26T22:32:55.987292Z,2026-08-26T22:32:55.988671Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0397,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_hf2_supported_space_001_pre_safe_idle.json,raw_primary,application/json,10860,2026-08-26T22:32:34.665365Z,2026-08-26T22:32:34.666542Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0225,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_hf2_timeconstant_map_diagnostic_001.json,raw_primary,application/json,2800,2026-08-26T21:41:21.390393Z,2026-08-26T21:41:21.390393Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0226,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_hf2_timeconstant_map_diagnostic_001_final_safe_idle.json,raw_primary,application/json,10860,2026-08-26T21:41:21.387393Z,2026-08-26T21:41:21.388394Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0227,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_hf2_timeconstant_map_diagnostic_001_pre_safe_idle.json,raw_primary,application/json,10860,2026-08-26T21:41:13.406618Z,2026-08-26T21:41:13.407633Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0228,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_hf2_timeconstant_write_diagnostic_001.json,raw_primary,application/json,1623,2026-08-26T21:40:13.932677Z,2026-08-26T21:40:13.932677Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0229,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_hf2_timeconstant_write_diagnostic_001_final_safe_idle.json,raw_primary,application/json,10860,2026-08-26T21:40:13.928167Z,2026-08-26T21:40:13.931672Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0230,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_hf2_timeconstant_write_diagnostic_001_pre_safe_idle.json,raw_primary,application/json,10860,2026-08-26T21:40:06.818070Z,2026-08-26T21:40:06.819164Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0231,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_hf2_usb_reinit_post_safe_idle.json,raw_primary,application/json,10858,2026-08-26T20:39:54.342455Z,2026-08-26T20:39:54.343961Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0232,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_hf2_usb_reinit_pre_safe_idle.json,raw_primary,application/json,10858,2026-08-26T20:39:45.950516Z,2026-08-26T20:39:45.952116Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0398,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_lower_mbco_in1_001_final_safe_idle.json,raw_primary,application/json,10859,2026-08-26T22:40:05.700079Z,2026-08-26T22:40:05.701729Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0399,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_lower_mbco_in1_001_hf2_raw.csv,raw_primary,text/csv,236553446,2026-08-26T22:39:46.660381Z,2026-08-26T22:39:55.991727Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0400,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_lower_mbco_in1_001_hf2_summary.csv,raw_primary,text/csv,674,2026-08-26T22:39:56.787820Z,2026-08-26T22:39:56.788820Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0401,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_lower_mbco_in1_001_offset_1_pico.csv,raw_primary,text/csv,76681,2026-08-26T22:39:39.913986Z,2026-08-26T22:39:39.918307Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0402,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_lower_mbco_in1_001_offset_2_pico.csv,raw_primary,text/csv,76619,2026-08-26T22:39:40.132087Z,2026-08-26T22:39:40.138086Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0403,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_lower_mbco_in1_001_offset_3_pico.csv,raw_primary,text/csv,76528,2026-08-26T22:39:40.349019Z,2026-08-26T22:39:40.352531Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0404,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_lower_mbco_in1_001_pre_safe_idle.json,raw_primary,application/json,10859,2026-08-26T22:39:29.958868Z,2026-08-26T22:39:29.961997Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0405,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_lower_mbco_in1_001_status.json,raw_primary,application/json,24393,2026-08-26T22:39:23.978885Z,2026-08-26T22:40:05.703988Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0406,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_lower_mbco_in1_001_step_fall_1_pico.csv,raw_primary,text/csv,74465,2026-08-26T22:39:39.100663Z,2026-08-26T22:39:39.103009Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0407,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_lower_mbco_in1_001_step_fall_2_pico.csv,raw_primary,text/csv,74592,2026-08-26T22:39:39.436717Z,2026-08-26T22:39:39.440197Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0408,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_lower_mbco_in1_001_step_fall_3_pico.csv,raw_primary,text/csv,73708,2026-08-26T22:39:39.791659Z,2026-08-26T22:39:39.794662Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0409,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_lower_mbco_in1_001_step_rise_1_pico.csv,raw_primary,text/csv,77031,2026-08-26T22:39:38.865628Z,2026-08-26T22:39:38.868906Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0410,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_lower_mbco_in1_001_step_rise_2_pico.csv,raw_primary,text/csv,76801,2026-08-26T22:39:39.220409Z,2026-08-26T22:39:39.222979Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0411,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_lower_mbco_in1_001_step_rise_3_pico.csv,raw_primary,text/csv,76900,2026-08-26T22:39:39.557918Z,2026-08-26T22:39:39.560991Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0412,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_lower_mbco_in1_001_zero_baseline_pico.csv,raw_primary,text/csv,74620,2026-08-26T22:39:38.713949Z,2026-08-26T22:39:38.717035Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0413,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_lower_sweep_hrp_in1_001_final_safe_idle.json,raw_primary,application/json,10859,2026-08-26T22:38:23.377734Z,2026-08-26T22:38:23.380114Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0414,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_lower_sweep_hrp_in1_001_hf2_raw.csv,raw_primary,text/csv,1143640,2026-08-26T22:38:14.560140Z,2026-08-26T22:38:14.611516Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0415,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_lower_sweep_hrp_in1_001_hf2_summary.csv,raw_primary,text/csv,666,2026-08-26T22:38:14.618981Z,2026-08-26T22:38:14.619977Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0416,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_lower_sweep_hrp_in1_001_offset_1_pico.csv,raw_primary,text/csv,77018,2026-08-26T22:38:07.948574Z,2026-08-26T22:38:07.951490Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0417,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_lower_sweep_hrp_in1_001_offset_2_pico.csv,raw_primary,text/csv,77365,2026-08-26T22:38:08.536439Z,2026-08-26T22:38:08.539640Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0418,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_lower_sweep_hrp_in1_001_offset_3_pico.csv,raw_primary,text/csv,77187,2026-08-26T22:38:08.770097Z,2026-08-26T22:38:08.772377Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0419,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_lower_sweep_hrp_in1_001_pre_safe_idle.json,raw_primary,application/json,10859,2026-08-26T22:37:57.200792Z,2026-08-26T22:37:57.203816Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0420,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_lower_sweep_hrp_in1_001_status.json,raw_primary,application/json,24499,2026-08-26T22:37:51.201421Z,2026-08-26T22:38:23.384882Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0421,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_lower_sweep_hrp_in1_001_step_fall_1_pico.csv,raw_primary,text/csv,74999,2026-08-26T22:38:06.645535Z,2026-08-26T22:38:06.649884Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0422,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_lower_sweep_hrp_in1_001_step_fall_2_pico.csv,raw_primary,text/csv,75296,2026-08-26T22:38:07.172335Z,2026-08-26T22:38:07.177337Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0423,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_lower_sweep_hrp_in1_001_step_fall_3_pico.csv,raw_primary,text/csv,74497,2026-08-26T22:38:07.715794Z,2026-08-26T22:38:07.719859Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0424,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_lower_sweep_hrp_in1_001_step_rise_1_pico.csv,raw_primary,text/csv,77662,2026-08-26T22:38:06.316668Z,2026-08-26T22:38:06.319295Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0425,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_lower_sweep_hrp_in1_001_step_rise_2_pico.csv,raw_primary,text/csv,77593,2026-08-26T22:38:06.861516Z,2026-08-26T22:38:06.866800Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0426,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_lower_sweep_hrp_in1_001_step_rise_3_pico.csv,raw_primary,text/csv,77442,2026-08-26T22:38:07.389167Z,2026-08-26T22:38:07.392444Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0427,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_lower_sweep_hrp_in1_001_zero_baseline_pico.csv,raw_primary,text/csv,75414,2026-08-26T22:38:05.943695Z,2026-08-26T22:38:05.947233Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0233,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_pll_analog_reference_diagnostic_001.json,raw_primary,application/json,9730,2026-08-26T20:26:41.028671Z,2026-08-26T20:26:41.029670Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0234,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_pll_analog_reference_diagnostic_001_final_safe_idle.json,raw_primary,application/json,10858,2026-08-26T20:26:41.025659Z,2026-08-26T20:26:41.027050Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0235,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_pll_analog_reference_diagnostic_001_pre_safe_idle.json,raw_primary,application/json,10858,2026-08-26T20:26:26.644098Z,2026-08-26T20:26:26.646107Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0236,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_pll_center_write_probe_safe_idle.json,raw_primary,application/json,10858,2026-08-26T20:33:06.142271Z,2026-08-26T20:33:06.143800Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0237,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_pll_reference_diagnostic_001.json,raw_primary,application/json,12195,2026-08-26T20:13:03.572586Z,2026-08-26T20:13:03.573945Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0238,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_pll_reference_diagnostic_001_safe_idle.json,raw_primary,application/json,10859,2026-08-26T20:13:03.568327Z,2026-08-26T20:13:03.570951Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0239,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_pll_reference_diagnostic_002.json,raw_primary,application/json,12198,2026-08-26T20:15:20.449958Z,2026-08-26T20:15:20.450956Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0240,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_pll_reference_diagnostic_002_safe_idle.json,raw_primary,application/json,10859,2026-08-26T20:15:20.447449Z,2026-08-26T20:15:20.448952Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0241,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_pll_reference_diagnostic_003.json,raw_primary,application/json,12210,2026-08-26T20:16:03.290599Z,2026-08-26T20:16:03.291600Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0242,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_pll_reference_diagnostic_003_safe_idle.json,raw_primary,application/json,10858,2026-08-26T20:16:03.288608Z,2026-08-26T20:16:03.289599Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0243,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_pll_reference_diagnostic_004.json,raw_primary,application/json,12325,2026-08-26T20:22:27.071501Z,2026-08-26T20:22:27.072500Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0244,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_pll_reference_diagnostic_004_safe_idle.json,raw_primary,application/json,10859,2026-08-26T20:22:27.068491Z,2026-08-26T20:22:27.069504Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0245,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_pll_reference_diagnostic_005.json,raw_primary,application/json,12325,2026-08-26T20:23:07.965253Z,2026-08-26T20:23:07.968252Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0246,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_pll_reference_diagnostic_005_safe_idle.json,raw_primary,application/json,10859,2026-08-26T20:23:07.962805Z,2026-08-26T20:23:07.964247Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0247,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_pll_reference_diagnostic_006.json,raw_primary,application/json,12324,2026-08-26T20:24:19.465315Z,2026-08-26T20:24:19.466322Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0248,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_pll_reference_diagnostic_006_safe_idle.json,raw_primary,application/json,10858,2026-08-26T20:24:19.462240Z,2026-08-26T20:24:19.463654Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0249,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_pll_reference_diagnostic_007.json,raw_primary,application/json,12324,2026-08-26T20:25:13.478873Z,2026-08-26T20:25:13.479879Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0250,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_pll_reference_diagnostic_007_safe_idle.json,raw_primary,application/json,10858,2026-08-26T20:25:13.475634Z,2026-08-26T20:25:13.476635Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
HF01-ART-0251,system_recalibration_001,HF-01,,readbacks/HF-01/raw/hf01_pll_reference_diagnostic_008.json,raw_primary,application/json,12373,2026-08-26T20:31:44.079012Z,2026-08-26T20:31:44.079012Z,HF-01 controlled execution,,true,Stable-ID provenance; no content hash or checksum is an operational gate
